30,M,programmer,737,98072
35,M,technician,738,95403
35,M,technician,739,73162
25,F,educator,740,22206
25,M,writer,741,63108
35,M,student,742,29210
31,M,programmer,743,92660
35,M,marketing,744,47024
42,M,writer,745,55113
25,M,engineer,746,19047
19,M,other,747,93612
28,M,administrator,748,94720
33,M,other,749,80919
28,M,administrator,750,32303
24,F,other,751,90034
60,M,retired,752,21201
56,M,salesman,753,91206
59,F,librarian,754,62901
44,F,educator,755,97007
30,F,none,756,90247
26,M,student,757,55104
27,M,student,758,53706
20,F,student,759,68503
35,F,other,760,14211
17,M,student,761,97302
32,M,administrator,762,95050
27,M,scientist,763,02113
27,F,educator,764,62903
31,M,student,765,33066
42,M,other,766,10960
70,M,engineer,767,00000
29,M,administrator,768,12866
39,M,executive,769,06927
28,M,student,770,14216
26,M,student,771,15232
50,M,writer,772,27105
20,M,student,773,55414
30,M,student,774,80027
46,M,executive,775,90036
30,M,librarian,776,51157
63,M,programmer,777,01810
34,M,student,778,01960
31,M,student,779,K7L5J
49,M,programmer,780,94560
20,M,student,781,48825
21,F,artist,782,33205
30,M,marketing,783,77081
47,M,administrator,784,91040
32,M,engineer,785,23322
36,F,engineer,786,01754
18,F,student,787,98620
51,M,administrator,788,05779
29,M,other,789,55420
27,M,technician,790,80913
31,M,educator,791,20064
40,M,programmer,792,12205
22,M,student,793,85281
32,M,educator,794,57197
30,M,programmer,795,08610
32,F,writer,796,33755
44,F,other,797,62522
40,F,writer,798,64131
49,F,administrator,799,19716
25,M,programmer,800,55337
22,M,writer,801,92154
35,M,administrator,802,34105
70,M,administrator,803,78212
39,M,educator,804,61820
27,F,other,805,20009
27,M,marketing,806,11217
41,F,healthcare,807,93555
45,M,salesman,808,90016
50,F,marketing,809,30803
55,F,other,810,80526
40,F,educator,811,73013
22,M,technician,812,76234
14,F,student,813,02136
30,M,other,814,12345
32,M,other,815,28806
34,M,other,816,20755
19,M,student,817,60152
28,M,librarian,818,27514
59,M,administrator,819,40205
22,M,student,820,37725
37,M,engineer,821,77845
29,F,librarian,822,53144
27,M,artist,823,50322
31,M,other,824,15017
44,M,engineer,825,05452
28,M,artist,826,77048
23,F,engineer,827,80228
28,M,librarian,828,85282
48,M,writer,829,80209
46,M,programmer,830,53066
21,M,other,831,33765
24,M,technician,832,77042
34,M,writer,833,90019
26,M,other,834,64153
44,F,executive,835,11577
44,M,artist,836,10018
36,F,artist,837,55409
23,M,student,838,01375
38,F,entertainment,839,90814
39,M,artist,840,55406
45,M,doctor,841,47401
40,M,writer,842,93055
35,M,librarian,843,44212
22,M,engineer,844,95662
64,M,doctor,845,97405
27,M,lawyer,846,47130
29,M,student,847,55417
46,M,engineer,848,02146
15,F,student,849,25652
34,M,technician,850,78390
18,M,other,851,29646
46,M,administrator,852,94086
49,M,writer,853,40515
29,F,student,854,55408
53,M,librarian,855,04988
43,F,marketing,856,97215
35,F,administrator,857,V1G4L
63,M,educator,858,09645
18,F,other,859,06492
70,F,retired,860,48322
38,F,student,861,14085
25,M,executive,862,13820
17,M,student,863,60089
27,M,programmer,864,63021
25,M,artist,865,11231
45,M,other,866,60302
24,M,scientist,867,92507
21,M,programmer,868,55303
30,M,student,869,10025
22,M,student,870,65203
31,M,executive,871,44648
19,F,student,872,74078
48,F,administrator,873,33763
36,M,scientist,874,37076
24,F,student,875,35802
41,M,other,876,20902
30,M,other,877,77504
50,F,educator,878,98027
33,F,administrator,879,55337
13,M,student,880,83702
39,M,marketing,881,43017
35,M,engineer,882,40503
49,M,librarian,883,50266
44,M,engineer,884,55337
30,F,other,885,95316
20,M,student,886,61820
14,F,student,887,27249
41,M,scientist,888,17036
24,M,technician,889,78704
32,M,student,890,97301
51,F,administrator,891,03062
36,M,other,892,45243
25,M,student,893,95823
47,M,educator,894,74075
31,F,librarian,895,32301
28,M,writer,896,91505
30,M,other,897,33484
23,M,homemaker,898,61755
32,M,other,899,55116
60,M,retired,900,18505
38,M,executive,901,L1V3W
45,F,artist,902,97203
28,M,educator,903,20850
17,F,student,904,61073
27,M,other,905,30350
45,M,librarian,906,70124
25,F,other,907,80526
44,F,librarian,908,68504
50,F,educator,909,53171
28,M,healthcare,910,29301
37,F,writer,911,53210
51,M,other,912,06512
27,M,student,913,76201
44,F,other,914,08105
50,M,entertainment,915,60614
27,M,engineer,916,N2L5N
22,F,student,917,20006
40,M,scientist,918,70116
25,M,other,919,14216
30,F,artist,920,90008
20,F,student,921,98801
29,F,administrator,922,21114
21,M,student,923,E2E3R
29,M,other,924,11753
18,F,salesman,925,49036
49,M,entertainment,926,01701
23,M,programmer,927,55428
21,M,student,928,55408
44,M,scientist,929,53711
28,F,scientist,930,07310
60,M,educator,931,33556
58,M,educator,932,06437
28,M,student,933,48105
61,M,engineer,934,22902
42,M,doctor,935,66221
24,M,other,936,32789
48,M,educator,937,98072
38,F,technician,938,55038
26,F,student,939,33319
32,M,administrator,940,02215
20,M,student,941,97229
48,F,librarian,942,78209
22,M,student,943,77841
