Pax,Check In,Check Out,Place,Web,Name Hotel,Price(Rm),Ratings
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,SuperMCozy@Setapak Central Mall 10Pax 3BR 2CarPark,192,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Nanas EST 2+2pax Bangsar LRT KL Sentral 313,176,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,I Dream Home @ Tiara Imperio 两间房舒适环境适合家庭和旅行,87,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,C180 Cheras Traders Square 3bedroom 2- 6 pax 10,95,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,S2 Muji Sunway Geo 1-7pax Sunway Medical Centre,253,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Studio Suites near KLCC for 3~4 pax,0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Private Unit ( Puchong Jaya ) Daily,0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Soho Suites Klcc By Sweet Home,0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,CORE suite klia with FREE NETFLIX + WIFI,129,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Setapak/ Wangsamaju  171 ,148,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,I Dream @ Tiara Imperio Studio Netflix 舒适与浪漫风格适合情侣,77,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Sunway Geo Suite-Linked BRT-Medical,210,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Arte Cheras By Minsu,257,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Holiday Heaven,0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"Montana Suite 5, Empire Damansara",129,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Laman midah Kuala Lumpur 3r2b,180,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,PentHouse @Arte Mont Kiara,195,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"NetflixComfyStudio,HorizonSuites-KLIA/KLIA2 Sepang",98,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Galleria Equine Park @ seri kembangan,138,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Nanas Dorsett 4pax Bukit Bintang Pavilion KL 711,289,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,hasanah evo studio suites,108,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,PALMYRA RESIDENCE (WHOLE CONDO),146,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,hasanah evo studio suites,108,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,PALMYRA RESIDENCE (WHOLE CONDO),146,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,I Dream Home @ Symphony Tower 酒店风格与齐全设备享受美好夜景,77,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Klcc View 3+1 Bedroom Suite@ Arte Plus Ampang,0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Verve 2Bedroom 2to6pax Kuala Lumpur near Midvalley MegaMall,235,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,I Dream Home @ Liberty ARC 舒适和家温暖的感觉10分钟到 KL 市中心,70,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,No.16 The Nordic @ Opposite Puchong IOI Mall,133,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Vista Bangi/ Jalan Reko / UKM / KAJANG 14 AsHomeA,74,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Studio 2 DeCentrum Wifi Netflix,115,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,The Luxe Duplex @ Evo Soho Suites,245,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Rex Ollie @ Myhabitat Condominium,93,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Sensory Residence Dengkil w Netflix NEW UNIT,80,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Cyberjaya | Tamarind Loft with Sky Pool & Mall,0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"HERITAGE 6 HOMESTAY Studio 4Pax, FREE WIFI,NETFLIX",99,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Fahrenheit 88 Bukit Bintang By Manhattan Group,590,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"HBO GO,ComfyStudio,HorizonSuites-KLIA/KLIA2 Sepang",94,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Liberty Arc Ampang Modern SOHO III WiFi + Smart TV,56,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,HA502 | Cyberjaya-Sanitised-Netflix-Wifi-Parking,72,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,H&T Gasing 2 - Cabin Home - Netflix & Free Parking,57,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,KLCC View 3BR @32nd Floor @RegaliaSuites,153,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Tenzou 6 @ Empire Damansara,69,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Landmark Residence 2 Smart Tv 3Bedroom AsHome LM04,136,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Duta Hotel & Residence,0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,I Dream Home @ Liberty Arc Studio 舒适和家温暖的感觉,70,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Encorp Strand Mall 4 to 9 pax Kota Damansara,254,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Netizen Soho MRT Cheras Wi-Fi TV Box NZ04,89,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,PROMO-Connected train 2 Bedrooms - Above Mall(25),214,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,New Pool view 3 room apartment (9),189,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Simfoni Cheras Balakong Wi-Fi TV Box As Home MS01,66,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Hid SOHO at KANVAS WiFi Netflix KLIA,178,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Apartment near IOI Resort City Mall PICC Putrajaya,191,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,[NETFLIX 11]VIVO 9 Seputeh Studio near MID VALLEY,93,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"TRS- M Suite 3 @ Menjalara, 5 min Desa Park City",0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,One Bukit Ceylon Lumi 3 Pavillion Bukit Bintang  ,110,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,SYG 8 Aura Suite Putrajaya Studio Unit,126,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Sg Buloh DSara Sentral (MRT) | 3pax| WiFi| Netflix,133,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Summer Service Suite Klcc By CityBox,0,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Skypool REVO near Stadium Bukit Jalil LS21,149,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"Cozy Studio @ Queensville, Bandar Sri Permaisuri ",107,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Societe Hartamas,204,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,D'CASA Bintang Fairlane at Bukit Bintang,152,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Largest Balcony Tamarind 7People,147,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,HappyStay 2BR Muji Style Duplex @ Arte Mont Kiara,111,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Empire Damansara | Deluxe Studio Suites 706,66,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,4bedroom Fahrenheit 88 bukit bintang,474,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Fahrenheit88   EgyptTheme KualaLumpur BukitBintang,571,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"AF Homestay Semi-D, close to KLIA, Mitsui Outlet",256,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Nanas Dorsett 4pax Bukit Bintang Pavilion KL 072,314,8.1
