Pax,Check In,Check Out,Place,Web,Name Hotel,Price(Rm),Ratings
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,REVO near Pavilion2 Stadium Bukit Jalil 4-5pax,214,9.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Bintang Sky Villa Suites Times Square KL,147,8.4
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,The Ridge Twiinz.Inn @KL East Mall,210,9.4
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Empire Damansara Residence Suites,75,6.8
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Avani Sepang Goldcoast Resort  Couple Suites,331,8.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"106 TRX Luxury Suites, walk =TRX mall & Pavillion",399,8.7
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Neu Suites @ 3rdNvenue 003,75,7.7
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,MyHome TPB Taragon,448,9.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Titiwangsa Cabin Retreats by Vale Pine,109,7.8
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Maxhome@2 bedroom Dorsett Residence 91 NO WASHER,162,8.7
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,1 Imbi Suites Times Square Bukit Bintang KL,0,9.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,AttractiveView Studio@Axon@Pavillion BukitBintang,0,6.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Cyberjaya SANITIZED Unit|Netflix|Wifi|Parking.3027,90,9.3
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Regalia Residence KLCC View by iLuxHome,141,7.3
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Luxurious Rustic Suite Conezion Botanical Garden IOI City Mall Putrajaya 5 plus 1 Paxs 3 Rooms 2 Bat,254,8.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Old Klang road bloomsvale ,126,10.
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Vortex Suites KLCC City Center,0,8.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"Tamarind Suites or D'Pulze Residence or Domain NeoCyber, click Room selection for location and pics",0,8.7
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"DSara Cozy Unit, 3 min to MRT, 2 Carpark, 5 Pax",117,9.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,EmpiStudio @ Empire Damansara,95,7.7
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Exclusive 3 Bedroom Homestay @Kuala Lumpur,152,9.2
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Maxhome@2room Infinity pool above Lalaport B1,0,9.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,KLCC Star Suites by BBA,0,8.9
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,M Vertica by Minsu,191,8.0
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,ASTRA @ Suite Platinum 2 KLCC,0,9.0
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,KL City Suites [2-4pax] near KLCC & Bukit Bintang,182,9.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,FREE Parking REVO 2 Bedrooms Bukit Jalil L28,184,8.9
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,vortex suites klcc by LEAVA,0,7.8
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,PJ The Grand by SkyLimit Suites,148,8.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Liberty Arc | Ampang Modern SOHO [WiFi + Smart TV],87,9.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,No.2 The Loft @ Puchong IOI MALL Skypod Residences,127,8.8
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"TRS- M Suite 2 @ Menjalara, 5 min Desa Park City",0,8.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Bayu Bangi EVO Soho Suites,128,8.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,C180 Cheras Traders Square 2bedroom 2- 4 pax 4,83,8.8
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,SETAPAK CENTRAL KL - Zeta Garden Suites,150,9.4
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Highpark 2BedRoom Condo with Pool Parking Stove,153,8.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Studio with Pool - 4 Pax | FREE Netflix @ Semenyih,133,8.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Suite @ Sunway Pyramid Mall,281,8.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"Luxury Studio 188 Suites, near KLCC by Idealhub 06",116,8.2
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Sa816-Netflix-Self checkin-WiFi-Parking-Shaftsbury,79,8.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Ayer8 Putrajaya Guesthouse,185,9.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Pavilion Bukit Jalil Revo@Aurora By D'Summer91 28A,0,9.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,"Spacious Big Room, Designed & Quiet Family Home, Eclipse in Cyberjaya by Flexihome-MY",247,8.6
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,CD3102-Selfcheckin-Netflix-Wifi- Parking-Cyberjaya,76,9.2
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Highpark Suite near Sunway by LilyandLoft,93,9.4
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,M Vertica 3BR Cheras near MRT station by Idealhub,132,8.3
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,MaxHome@Lalaport KL City Centre 1room A8,100,8.8
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,For 4 Pax # Bell Suites 2 BED SUITE @ Sepang KLIA,89,8.1
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,HERITAGE 13 Homestay Studio 4PaxFree Wifi Netflix,108,8.9
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,The Robertson Kuala Lumpur 2BR @ Sky Garden,208,9.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,KLIA | Sepang Ehsan Residences Nilai [ER1222],102,8.8
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Petite Maison Pavilion 2,201,9.4
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,EkoCheras Snooker #5 Pax #Balcony #FreeCarPark ,93,9.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Glorybnb Bell Suite NEW@KLIA-XiamenU-WFH-Nflx-Wifi,109,9.5
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Arte+ jalan ampang @3BR suite,115,9.0
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,I Dream Home @ Symphony Tower 漂亮的 KL 夜景和酒店风格,70,7.4
"1 adult,1 child1 room",2024-10-27,2024-10-29,Kuala Lumpur,Agoda,Simfoni Cheras Balakong Wi-Fi TV Box As Home MS02,72,8.8
